polymer,synonyms,mol.weight,mp
"Poly(3,4'-oxydiphenylene pimelamide)",,324.38,170.0
"Poly(4,4'-oxydiphenylene pimelamide)",,324.38,315.0
"Poly(3,4'-oxydiphenylene sebacamide)",,366.46,165.0
"Poly(4,4'-oxydiphenylene sebacamide)",,366.46,310.0
"Poly(3,4'-oxydiphenylene suberamide)",,338.41,175.0
"Poly(4,4'-oxydiphenylene suberamide)",,338.41,310.0
"Poly(3,4'-oxydiphenylene undecanediamide)",,380.49,140.0
"Poly(4,4'-oxydiphenylene undecanediamide)",,380.49,270.0
"Poly[4,4'-diphenyl-2,2'-(6,6'-oxydiquinoline)-4,4'-biphenylene]",,574.68,480.0
"Poly[3,3',4,4'-tetraphenyl-2,2'-(6,6'-oxydiquinoline)-4,4'-biphenylene]",,726.88,480.0
"Poly[4,4'-diphenyl-2,2'-(6,6'-oxydiquinoline)-4,4'-oxydiphenylene]",,590.68,448.0
"Poly[3,3',4,4'-tetraphenyl-2,2'-(6,6'-oxydiquinoline)-4,4'-oxydiphenylene]",,742.88,476.0
"Poly[4,4'-diphenyl-2,2'-(6,6'-oxydiquinoline)-p-phenylene]",,498.58,455.0
"Poly[3,3',4,4'-tetraphenyl-2,2'-(6,6'-oxydiquinoline)-p-phenylene]",,650.78,475.0
Poly(Si-tetramethyl-oxydisilyleneditrimethylene pyromellitimide),,430.61,210.0
Poly(oxyditetramethylene hexamethylenediurethane),,330.42,124.0
Poly(oxyditrimethylene adipamide),,242.32,190.0
Poly(oxyditrimethylene adipamide),,242.32,213.0
Poly(oxyditrimethylene terephthalamide),,262.31,281.0
Poly(1-pentadecene),,210.4,54.0
"Poly(trans-1,2-dichloro-pentamethylene",,139.02,75.0
Poly(pentamethylene adipamide),,212.29,223.0
Poly(pentamethylene adipamide),,212.29,225.0
Poly(pentamethylene adipamide),,212.29,251.0
Poly(pentamethylene adipamide),,212.29,258.0
Poly(1-carboxy-(L)-pentamethylene adipamide) (diamine),,256.3,113.0
Poly(1-carboxy-(L)-pentamethylene adipamide) (diamine),,512.6,102.0
"Poly(N,N'-dibutyl-2,2,3,3,4,4-hexafluoro-pentamethylene adipamide) (diamine)",,432.45,15.0
"Poly(N,N'-diethyl-2,2,3,3,4,4-hexafluoro-pentamethylene adipamide) (diamine)",,376.34,20.0
"Poly(N,N'-diisopropyl-2,2,3,3,4,4-hexafluoro-pentamethylene adipamide) (diamine)",,404.4,35.0
"Poly(N,N'-dimethyl-2,2,3,3,4,4-hexafluoro-pentamethylene adipamide) (diamine)",,348.29,30.0
Poly(pentamethylene adipamide-alt-pentamethylene oxamide),,368.48,281.0
Poly(pentamethylene adipate),,214.26,40.0
"Poly(2,2,3,3,4,4-hexafluoro-pentamethylene adipate) (diamine)",,322.2,34.0
Poly(pentamethylene azelamide-alt-pentamethylene oxamide),,410.56,268.0
Poly(pentamethylene azelate),,256.34,41.0
Poly(pentamethylene azelate),,256.34,50.0
Poly(pentamethylene carbonate),,130.14,46.0
Poly(pentamethylene m-carboxycarbanilate),,249.27,80.0
Poly(pentamethylene p-carboxycarbanilate),,249.27,160.0
Poly[pentamethylene p-(carboxyphenylene)-acetamide],,246.31,216.0
Poly[trans-pentamethylene (cyclopropylenedicarboxoyl)-diurethane],,284.27,250.0
Poly(pentamethylene cyclopropylenediurethane),,228.25,170.0
Poly[pentamethylene (decamethylenedisulfonyl)-dicaproamide],,564.84,202.0
"Poly(pentamethylene 2,2'-dibenzoate)",,310.35,13.0
"Poly(pentamethylene 3,3'-dibenzoate)",,310.35,60.0
"Poly(pentamethylene 4,4'-dibenzoate)",,310.35,170.0
"Poly(4,4'-pentamethylenedibenzoic anhydride)",,294.35,118.0
"Poly[3,3'-(pentamethylenedioxy)-dibenzoic anhydride]",,326.35,176.0
"Poly[4,4'-(pentamethylenedioxy)-dibenzoic anhydride]",,326.35,188.0
Poly[(pentamethylenedioxy)-didecamethylene oxide],,398.67,72.0
Poly[(pentamethylenedioxy)-dihexamethylene oxide],,286.46,46.0
Poly(pentamethylene disulfide),,134.26,44.0
Poly(pentamethylene dithiolisophthalate),,266.38,175.0
Poly(pentamethylene dithiolterephthalate),,266.38,232.0
Poly(pentamethylene dodecanedioate),,298.42,60.0
"Poly(pentamethylene N,N'-ethylenbediterephthalamate)",,424.45,312.0
Poly[pentamethylene (ethylenedithio)-diethylenediurethane],,336.46,130.0
Poly(pentamethylene glutarate),,200.23,25.0
Poly[pentamethylene (hexamethylenedisulfonyl)-dicaproamide],,508.73,210.0
"Poly(pentamethylene N,N'-hexamethylenediterephthalamate)",,480.56,255.0
Poly[pentamethylene (hexamethylenedithio)-diethylene-diurethane],,392.57,94.0
Poly(pentamethylene isophthalate),,234.25,82.0
Poly(dodecyl-pentamethylene malonamide) (diacid),,338.54,208.0
Poly(pentamethylene octadecanediamide),,380.62,167.0
Poly(trans-pentamethylene 4-octenediamide),II.,238.33,258.0
Poly(pentamethylene oxalate),,158.15,54.0
Poly(pentamethylene oxamide-alt-pentamethylene pimelamide),,382.5,273.0
Poly(pentamethylene oxamide-alt-pentamethylene sebacamide),,424.58,258.0
Poly(pentamethylene oxamide-alt-pentamethylene suberamide),,396.53,273.0
Poly(pentamethylene oxydiacetamide),,200.24,130.0
Poly(pentamethylene oxydiacetate),,202.21,33.0
"Poly(pentamethylene 4,4'-oxydibenzoate)",,326.35,70.0
Poly(pentamethyleneoxy-p-phenylene oxide),,178.23,164.0
Poly[pentamethylene (pentamethylenedisulfonyl)-dicaproamide],,494.7,212.0
"Poly(pentamethylene N,N'-pentamethylenediterephthalamate)",,466.53,198.0
Poly[pentamethylene (pentamethylenedithio)-diethylene-diurethane],,378.55,87.0
Poly(pentamethylene m-phenylenedisulfonamide),,304.38,160.0
Poly(pentamethylene phthalate),,234.25,9.0
Poly(pentamethylene sebacamide),,268.4,195.0
Poly(pentamethylene sebacate),,270.37,51.0
Poly(pentamethylene sebacate),,270.37,57.0
Poly(pentamethylene sebacoyldiurea),,354.45,205.0
Poly(pentamethylene suberamide),,240.35,202.0
Poly(pentamethylene suberate),,242.32,46.0
Poly(pentamethylene succinate),,186.21,35.0
Poly(pentamethylene sulfonyldivalerate),,334.43,86.0
Poly(pentamethylene tetradecanediamide),,324.51,178.0
"Poly(pentamethylene 2,5-tetrahydrofurandipropionamide)",,282.38,153.0
"Poly(pentamethylene N,N'-tetramethylenediterephthalamate)",,452.51,284.0
Poly(pentamethylene (tetramethylenedithio)-diethylene-diurethane],,364.52,95.0
Poly(pentamethylene thiodivalerate),,302.43,42.0
Poly(pentamethylenethiotetramethylene sulfide),,190.37,67.0
"Poly(1-amino-2,5-pentamethylene-1,3,4-triazole)",,152.2,260.0
Poly(pentamethylene tridecanediamide),,310.48,176.0
"Poly(pentamethylene N,N'-trimethylenediterephthalamate)",,438.48,235.0
Poly(pentamethylene undecamethylenediurethane),,342.48,123.0
Poly(pentamethylene undecanediamide),,282.43,176.0
Poly(5-cyclohexyl-1-pentene),,152.28,123.0
Poly(3-ethyl-1-pentene),,98.19,425.0
"Poly(5,5,5-trifluoro-1-pentene)",,124.11,225.0
Poly(4-trifluoromethyl-1-pentene),,138.13,255.0
"Poly[4,4'-(2,2-pentylidene)-diphenylene carbonate]",,282.34,220.0
"Poly[4-methyl-4,4'-(2,2-pentylidene)-diphenylene carbonate]",,296.37,220.0
"Poly[4,4'-(3,3-pentylidene)-diphenylene carbonate]",,282.34,195.0
"Poly[2,4-dimethyl-4,4'-(3,3-pentylidene)-diphenylene carbonate]",,310.39,220.0
"Poly[1,1,5,5-tetrahydro-4,4'-perfluorodiphenyleneoxyperfluoropentamethylene oxide) (pentamethylene)",,506.19,145.0
Poly(m-phenylene adipamide),,218.26,296.0
Poly(m-phenylene adipamide),,218.26,344.0
Poly(3-methyl-m-phenylene adipamide) (diamine),,232.28,225.0
Poly(o-phenylene adipamide),,218.26,179.0
Poly(p-phenylene azelamide),,260.34,345.0
Poly(p-phenylene azelate),,262.31,135.0
Poly(p-phenylene cyclobutylenedicarboxamide),,216.24,405.0
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, dibutyl ester",,380.44,330.0
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, diethyl ester",,324.34,340.0
Poly(p-phenylene cyclobutylenedicarboxylic acid) diisopropyl ester,,302.37,320.0
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, diisopropyl ester",,352.39,320.0
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, dimethyl ester",,296.28,290.0
Poly(cis-m-phenylene cyclopropylenedi(carboxylate)),,204.18,65.0
Poly(trans-m-phenylene cyclopropylenedi(carboxylate)),,204.18,105.0
Poly(cis-p-phenylene cyclopropylenedicarboxylate),,204.18,160.0
Poly(trans-p-phenylene cyclopropylenedicarboxylate),,204.18,280.0
Poly(p-phenylenediacetic anhydride),,176.17,92.0
Poly(p-phenylenediacetic anhydride),,176.17,152.0
"Poly(m-phenylene-3,3'-dibenzamido isophthalamide)",,476.49,410.0
"Poly(m-phenylene-4,4'-dibenzamido isophthalamide)",,476.49,450.0
"Poly(p-phenylene-3,3'-dibenzamido isophthalamide)",,476.49,475.0
"Poly(p-phenylene-4,4'-dibenzamido isophthalamide)",,476.49,490.0
"Poly(m-phenylene-3,3'-dibenzamido terephthalamide)",,476.49,460.0
"Poly(m-phenylene-4,4'-dibenzamido terephthalamide)",,476.49,467.0
"Poly(p-phenylene-3,3'-dibenzamido terephthalamide)",,476.49,480.0
"Poly(p-phenylene-4,4'-dibenzamido terephthalamide)",,476.49,555.0
"Poly(3',3''-dimethoxy-p-phenylene-4',4''-dibenzylidenimino adipate)",,486.52,135.0
"Poly(3',3''-dimethoxy-p-phenylene-4',4''-dibenzylidenimino isophthalate)",,506.52,230.0
"Poly(3',3''-dimethoxy-p-phenylene-4',4''-dibenzylidenimino sebacate)",,542.63,120.0
Poly(p-phenylenediethylene adipamide),,274.36,310.0
Poly(p-phenylenediethylene azelamide),,316.44,250.0
Poly(p-phenylenediethylene azelamide),,316.44,290.0
Poly(p-phenylenediethylene docosanediamide),,498.8,230.0
Poly(p-phenylenediethylene dodecanediamide),,358.53,280.0
Poly(p-phenylenediethylene heptadecanediamide),,428.66,249.0
Poly(p-phenylenediethylene hexadecanediamide),,414.63,258.0
Poly(p-phenylenediethylene octadecanediamide),,442.69,248.0
Poly(p-phenylenediethylene octamethylenediurethane),,362.47,212.0
Poly(p-phenylenediethylene octamethylenediurethane),,362.47,212.0
Poly(p-phenylenediethylene pentadecanediamide),,400.61,248.0
Poly(p-phenylenediethylene m-phenylenediacetamide),,322.41,222.0
"Poly[p-phenylenediethylene 3,3'-(p-phenylene)-dipropionate]",,352.43,219.0
Poly(p-phenylenediethylene sebacamide),,330.47,285.0
Poly(p-phenylenediethylene sebacamide),,330.47,285.0
Poly(p-phenylenediethylene sebacamide),,330.47,300.0
Poly(p-phenylenediethylene terephthalate),,296.32,330.0
Poly(p-phenylenediethylene tetradecanediamide),,386.58,267.0
Poly(p-phenylenediethylene thiodicaproamide),,390.58,251.0
Poly(p-phenylenediethylene thiodienanthamide),,418.64,234.0
Poly(p-phenylenediethylene thiodipelargonamide),,474.75,222.0
Poly(p-phenylenediethylene thiodiundecanoamide),,530.86,207.0
Poly(p-phenylenediethylene thiodivaleramide),,362.53,252.0
Poly(p-phenylenediethylene tridecanediamide),,372.55,262.0
Poly(p-phenylenediethylene undecandiamide),,344.5,275.0
Poly[(m-phenylenedioxy)-diacetic anhydride],,208.17,130.0
Poly[(p-phenylenedioxy)-diacetic anhydride],,208.17,158.0
Poly[(p-phenylenedioxy)-diacetic anhydride],,208.17,152.0
Poly[(p-phenylenedioxy)-diacetic anhydride],,208.17,160.0
"Poly[(p-phenylenedioxy)-diacetic 3,4-pyridinedicarboxylic anhydride]",,357.27,312.0
Poly[(p-phenylenedioxy)-diacetic terephthalic anhydride],,356.29,324.0
"Poly[(p-phenylenedioxy)-diacetic 4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,506.46,260.0
Poly[(p-phenylenedioxy)-diethylene octamethylenediurethane],,394.47,212.0
Poly[(p-phenylenedioxy)-diethylene octamethylenediurethane],,394.47,212.0
"Poly[4,4'-(p-phenylenedioxy)-diphenylene carbonate]",,320.3,215.0
"Poly[4,4'-(p-phenylenedioxy)-diphenylene 3,3',4,4'-(p-phenylenedioxy)-diphenylenetetracarboximide]",,658.62,660.0
Poly(p-phenylenedipentamethylene terephthalate),,380.48,116.0
Poly(p-phenylenedipropionic anhydride),,204.22,92.0
Poly(Si-diethyl-dimethyl-4-methyl-m-phenylene disiloxanylenedipropionamide) (diamine),,392.65,50.0
Poly(Si-tetraethyl-4-methyl-m-phenylene disiloxanylenedipropionamide) (diamine),,420.7,90.0
Poly(Si-tetramethyl-4-methyl-m-phenylene disiloxanylenedipropionamide) (diamine),,364.59,70.0
Poly(Si-tetraethyl-m-phenylene disiloxanylenedipropionamide),,406.67,70.0
Poly(Si-tetramethyl-m-phenylene disiloxanylenedipropionamide),,350.57,90.0
Poly(Si-diethyl-dimethyl-o-phenylene disiloxanylenedipropionamide),,378.62,40.0
Poly(Si-tetraethyl-o-phenylene disiloxanylenedipropionamide),,406.67,40.0
Poly(Si-tetramethyl-o-phenylene disiloxanylenedipropionamide),,350.57,40.0
Poly(Si-diethyl-dimethyl-p-phenylene disiloxanylenedipropionamide),,378.62,300.0
Poly(Si-tetraethyl-p-phenylene disiloxanylenedipropionamide),,406.67,290.0
Poly(Si-tetramethyl-p-phenylene disiloxanylenedipropionamide),,350.57,300.0
Poly(p-phenyleneditetramethylene terephthalate),,352.43,217.0
Poly(p-phenyleneditetramethylene terephthalate),,352.43,220.0
"Poly[4,4'-(2,2'-m-phenylenedithiazole)-oxy-p-diphenylene]",,410.51,340.0
Poly[(p-phenylenedithio)-dipropionic anhydride],,268.34,55.0
Poly[(p-phenylenedithio)-dipropionic anhydride],,268.34,50.0
Poly(p-phenyleneditrimethylene hexamethylenediurethane),,362.47,158.0
Poly(p-phenyleneditrimethylene hexamethylenediurethane),,362.47,240.0
Poly(p-phenyleneditrimethylene terephthalate),,324.38,162.0
"Poly(1,1-dimethyl-p-phenyleneethylene adipamide) (diamine)",,274.36,235.0
"Poly[methyl-p-phenylene 4,4'-(ethylenedioxy)-dibenzoate] (diol)",,390.39,316.0
"Poly(1,1-dimethyl-p-phenyleneethylene sebacamide) (diamine)",,330.47,205.0
"Poly(1,1-dimethyl-p-phenyleneethylene succinamide) (diamine)",,246.31,250.0
"Poly(1,1-dimethyl-p-phenyleneethylene terephthalamide) (diamine)",,294.35,360.0
Poly(p-phenylene glutaramide),,204.23,398.0
Poly(m-phenylene hexamethylenediurethane),,278.31,150.0
Poly(p-phenylene hexamethylenediurethane),,278.31,150.0
Poly(p-phenylene isophthalamide),,238.25,500.0
Poly(m-phenylene isophthalate),,240.21,245.0
Poly(p-phenylene malonate),,178.14,233.0
Poly(p-phenyleneoxytrimethylene oxide),,150.18,166.0
"Poly(P-methyl-m-phenylene 3,3'-phosphinylidenedibenzamide)",,376.35,260.0
"Poly(4-methyl-P-methyl-m-phenylene 3,3'-phosphinylidenedibenzamide) (diamine)",,390.38,244.0
"Poly(P-m-phenylene 4,4'-phosphinylidenedibenzamide)",,376.35,340.0
"Poly(4-methyl-P-methyl-m-phenylene 4,4'-phosphinylidenedibenzamide) (diamine)",,390.38,252.0
"Poly(P-phenyl-m-phenylene 4,4'-phosphinylidenedibenzamide)",,438.42,340.0
"Poly(4-methyl-P-phenyl-m-phenylene 4,4'-phosphinylidenedibenzamide) (diamine)",,452.45,280.0
"Poly(P-methyl-o-phenylene 3,3'-phosphinylidenedibenzamide)",,376.35,181.0
"Poly(P-methyl-o-phenylene 4,4'-phosphinylidenedibenzamide)",,376.35,193.0
"Poly(P-phenyl-o-phenylene 4,4'-phosphinylidenedibenzamide)",,438.42,207.0
"Poly(P-methyl-p-phenylene 3,3'-phosphinylidenedibenzamide)",,376.35,264.0
"Poly(P-methyl-p-phenylene 4,4'-phosphinylidenedibenzamide)",,376.35,340.0
"Poly(P-phenyl-p-phenylene 4,4'-phosphinylidenedibenzamide)",,438.42,340.0
"Poly(p-phenylene 1,4-piperazinedipropionate)",,304.35,189.0
"Poly(methyl-p-phenylene 1,4-piperazinedipropionate) (diacid)",,318.37,164.0
Poly(3-methyl-m-phenylene sebacamide) (diamine),,288.39,200.0
Poly(o-phenylene sebacamide),,274.36,125.0
Poly(o-phenylene suberamide),,246.31,150.0
Poly(m-phenylene succinate),,192.17,260.0
Poly(p-phenylene succinate),,192.17,300.0
Poly(2-methyl-p-phenylene sulfide),,122.18,100.0
Poly(p-phenylene sulfonate),,156.16,276.0
Poly(tert-butyl-p-phenylene terephthalate) (diol),,296.32,444.0
"Poly[methyl-p-phenylene 4,4'-(tetramethylene dioxy)-dibenzoate] (diol)",,418.45,212.0
"Poly[p-phenylene 4'',4'''-(thiodiphenylene)-dioxy-3,3',4,4'- diphenylenetetracarboximide]",,582.59,426.0
Poly(4-methyl-m-phenylene urea),,148.16,284.0
Poly(bis-β-naphthoxy-phosphazene),,331.31,350.0
Poly(di-m-trifluoromethyl-bis-phenoxy-di-phosphazene),,367.19,330.0
Poly(octyl-phosphinideneditrimethylene adipamide),,370.52,135.0
Poly(pimelic anhydride),,142.15,55.0
Poly(3-methyl-piperazine adipamide) (diacid),,210.28,300.0
Poly(piperazine azelamide),,238.33,148.0
Poly(trans-piperazine cyclopropylenedicarboxamide),,180.21,330.0
Poly(trans-1-methyl-piperazine cyclopropylenedicarboxamide) (diacid),,194.23,130.0
Poly(3-methyl-piperazine cyclopropylenedicarboxamide) (diacid),,194.23,280.0
Poly[(piperazinedicarbamoyl)-dithiohexamethylene disulfide],,352.54,196.0
Poly[(piperazinedicarbamoyl)-dithiotetramethylene disulfide],,324.49,204.0
"Poly(1,4-piperazinediethylene hexamethylenediurethane)",,342.44,165.0
"Poly(1,4-piperazinediethylene sulfone)",,204.29,200.0
"Poly[N,N'-diisopropyl-piperazine (ethylenediamino)-dipropionamide]",,338.5,97.0
"Poly[N,N'-dimethyl-piperazine (ethylenediamino)-dipropionamide]",,282.39,113.0
Poly[piperazine (ethylenedixoy)-diacetamide],,228.25,165.0
Poly(piperazine isophthalamide),,216.24,340.0
"Poly(2,5-dimethyl-piperazine isophthalamide) (diamine)",,244.28,315.0
Poly(methyl-piperazine isophthalamide) (diamine),,230.27,280.0
Poly(piperazine oxydiacetamide),,184.2,258.0
Poly(piperazine phthalamide),,216.24,325.0
"Poly(2,5-dimethyl-piperazine phthalamide) (diamine)",,244.29,350.0
Poly(piperazine phthalamide) methyl- (diamine),,230.27,350.0
"Poly(piperazine 1,4-piperazinedipropionamide)",,280.37,270.0
"Poly(methyl-piperazine 1,4-piperazinedipropionamide) (diacid)",,294.4,218.0
"Poly(methyl-piperazine 1,4-piperazinedipropionamide) (diamine)",,294.4,217.0
Poly(piperazine suberamide),,224.3,300.0
Poly(piperazine terephthalamide),,216.24,350.0
Poly(piperazine terephthalamide),,216.24,380.0
"Poly(2,5-dimethyl-piperazine terephthalamide) (diamine)",,244.29,350.0
Poly(methyl-piperazine terephthalamide) (diamine),,230.27,350.0
Poly[piperazine (trimethylenedithio)-dipropionamide],,302.45,100.0
"Poly(1,4-piperidene urethane)",,127.14,270.0
"Poly(2,5-dimethyl-3-phenylpropene)","Poly(2,5-dimethyl-allylbenzene)",146.23,338.0
"Poly(3,4-dimethyl-3-phenylpropene)","Poly(3,4-dimethyl-allylbenzene)",146.23,275.0
"Poly(3,5-dimethyl-3-phenylpropene)","Poly(3,5-dimethyl-allylbenzene)",146.23,252.0
Poly(3-m-tolylpropene),,132.21,180.0
Poly(3-o-tolylpropene),,132.21,290.0
Poly(3-p-tolylpropene),,132.21,240.0
Poly(propylene oxalate),,130.1,180.0
Poly(2-chloromethyl-propylene oxide),,106.55,126.0
Poly(2-chloromethyl-propylene oxide),,106.55,126.0
Poly(3-(1-naphthoxy)-propylene oxide),,200.24,235.0
Poly(3-(2-naphthoxy)-propylene oxide),,200.24,297.0
Poly(3-p-chlorophenoxy-propylene oxide),,184.62,176.0
Poly(3-p-chlorophenoxy-propylene oxide),,184.62,192.0
Poly(dimethyl-3-phenoxy-propylene oxide),,178.23,125.0
Poly(3-o-isopropylphenoxy-propylene oxide),,192.26,128.0
Poly(3-p-methoxyphenoxy-propylene oxide),,180.2,200.0
Poly(3-m-methylphenoxy-propylene oxide),,164.2,169.0
Poly(3-o-methylphenoxy-propylene oxide),,164.2,191.0
Poly(3-p-methylphenoxy-propylene oxide),,164.2,212.0
Poly(3-p-methylphenoxy-propylene oxide),,164.2,205.0
Poly(3-o-phenylphenoxy-propylene oxide),,226.28,293.0
"Poly(3-2,4,6-trichlorophenoxy-propylene oxide)",,253.51,130.0
"Poly(propylene 4,4'-sulfonyldibenzamide)",,344.38,335.0
Poly(propylidene),,42.08,90.0
"Poly(N-methyl-2,5-pyrroledipropionic anhydride)",,207.223,188.0
"Poly(4-phenyl-2,6-quinoline)",,203.24,552.0
Poly(sebacic anhydride),,184.24,80.0
Poly(sebacic anhydride),,184.24,82.0
Poly(sebacoyl dithionisophthaloyldihydrazide),,392.54,294.0
"Poly[dimethyl-Si-tetramethyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-disiloxanylenedibenzamide] (diamine)",,608.96,165.0
"Poly[Si-diethyl-dimethyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-silylenedibenzamide] (diamine)",,550.81,215.0
"Poly[Si-tetramethyl-tetraphenyl-4,4'-(silylenediphenylene)-dimethylene 4,4'-tetrasiloxanylenedibenzamide]",,1001.5,150.0
"Poly(α-methyl-4,4'-stilbenediyloxyheptamethylene oxide)",,322.45,93.0
"Poly(α-methyl-4,4'-stilbenediyloxyhexamethylene oxide)",,308.42,166.0
"Poly(α-methyl-4,4'-stilbenediyloxymethylene oxide)",,238.29,254.0
"Poly(α-methyl-4,4'-stilbenediyloxyoctamethylene oxide)",,336.48,114.0
"Poly(α-methyl-4,4'-stilbenediyloxypentamethylene oxide)",,294.4,116.0
"Poly(α-methyl-4,4'-stilbenediyloxytetramethylene oxide)",,280.37,182.0
"Poly(α-methyl-4,4'-stilbenediyltrimethylene oxide)",,266.34,128.0
Poly(p-tert-butyl-styrene),syndiotactic,160.26,310.0
Poly(m-chloro-styrene),isotactic,138.6,124.0
Poly(m-chloro-styrene),syndiotactic,138.6,192.0
Poly(p-chloro-styrene),isotactic,138.6,165.0
Poly(p-chloro-styrene),syndiotactic,138.6,299.0
"Poly(2,4-dimethyl-styrene)",isotactic,132.21,310.0
"Poly(2,4-dimethyl-styrene)",isotactic,132.21,350.0
"Poly(2,5-dimethyl-styrene)",isotactic,132.21,330.0
"Poly(2,5-dimethyl-styrene)",isotactic,132.21,340.0
Poly(styrene),isotactic,132.21,240.0
"Poly(3,5-dimethyl-styrene)",isotactic,132.21,290.0
Poly(m-fluoro-styrene),isotactic,122.14,250.0
Poly(m-fluoro-styrene),syndiotactic,122.14,275.0
Poly(p-fluoro-styrene),syndiotactic,122.14,322.0
Poly(α-methyl- p-isopropyl-styrene),isotactic,160.26,203.0
Poly(m-methyl-styrene),syndiotactic,118.18,206.0
Poly(β-nitro-styrene),isotactic,149.15,285.0
Poly(p-trifluoroacetyl-styrene),isotactic,200.16,178.0
Poly(o-hydroxy-styrene-alt-carbon monoxide),,148.16,195.0
Poly(styrene oxide),,120.15,149.0
Poly(styrene oxide),,120.15,140.0
Poly(styrene oxide),,120.15,162.0
Poly(styrene sulfone),,168.21,215.0
Poly(styryl pyridine-alt-vinyl pyridine),,286.38,350.0
Poly(suberic anhydride),,156.18,66.0
"Poly(4,4'-sulfinyldiphenylene carbonate)",,260.26,250.0
"Poly(4,4'-sulfonyldiphenylene carbonate)",,276.26,210.0
Poly(sulfonyldipropionic anhydride),,192.18,237.0
Poly(p-sulfonylphenylene sebacamide),,338.42,117.0
Poly(sulfur trioxide),,80.06,32.0
Poly(terephthalaldehyde),,134.13,120.0
Poly(terephthalaldehyde),,134.13,240.0
"Poly(2,5-dimethyl-terephthalaldehyde)",,162.19,140.0
"Poly[terephthalic 2,2'-(terephthaloyldiamino)-dibenzoic anhydride]",,534.48,312.0
"Poly[terephthalic 4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",,460.44,215.0
"Poly[terephthalic 4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,446.41,285.0
"Poly[terephthalic 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,506.46,255.0
Poly[terephthaloyl (m-carboxyphenoxyacetyl)-dihydrazide],,354.32,218.0
Poly(terephthaloyl dithionisophthaloyldihydrazide),,356.42,309.0
Poly(tetradecamethylene docosanediamide),,562.97,153.0
Poly(tetradecamethylene dodecanediamide),,422.7,175.0
"Poly(tetradecamethylene N,N'-ethylenediterephthalamate)",,550.7,249.0
"Poly(tetradecamethylene N,N'-hexamethylenediterephthalamate)",,606.8,222.0
Poly(tetradecamethylene octadecanediamide),,506.36,158.0
"Poly(tetradecamethylene N,N'-pentamethylenediterephthalamate)",,592.78,200.0
Poly(tetradecamethylene p-phenylenediacetamide),,386.58,235.0
Poly(tetradecamethylene p-phenylenedipropionamide),,414.63,246.0
Poly(tetradecamethylene sebacamide),,394.64,175.0
Poly(tetradecamethylene terephthalamide),,358.53,265.0
"Poly(tetradecamethylene N,N'-tetramethylenediterephthalamate)",,578.75,248.0
"Poly(tetradecamethylene N,N'-trimethylenediterephthalamate)",,564.72,208.0
Poly(tetradecamethylene p-xylylenediurea),,416.61,248.0
Poly(tetradecanedioic anhydride),,240.34,91.0
"Poly(2,5-tetrahydrofurandipropionic anhydride)",,198.22,135.0
"Poly(N-methyl-2,5-tetrahydropyrroledipropionic anhydride)",,211.26,103.0
Poly(tetramethylene adipamide-alt-tetramethylene oxamide),,340.42,325.0
"Poly[tetramethylene N,N'-adipyldi(6-aminocaproate)]",,426.55,156.0
Poly(tetramethylene azelamide-alt-tetramethylene oxamide),,382.5,300.0
Poly(tetramethylene azelate),,242.32,37.0
Poly(tetramethylene azelate),,242.32,39.0
Poly(tetramethylene azelate),,242.32,51.0
Poly(tetramethylene carbonate),,116.12,59.0
Poly(tetramethylene m-carboxycarbanilate),,235.24,60.0
Poly(tetramethylene p-carboxycarbanilate),,235.24,186.0
Poly[tetramethylene p-(carboxyphenylene)-acetamide],,232.28,221.0
"Poly(tetramethylene 1,4-cyclohexylenediurethane)",,256.3,260.0
Poly[tetramethylene (cyclopropylenedicarboxoyl)-diurethane],,270.24,226.0
Poly(tetramethylene cyclopropylenediurethane),,214.22,180.0
Poly[tetramethylene (decamethylenedisulfonyl)-dicapromide],,550.81,219.0
"Poly(tetramethylene 2,2'-dibenzoate)",,296.32,36.0
"Poly(tetramethylene 3,3'-dibenzoate)",,296.32,66.0
"Poly(tetramethylene 4,4'-dibenzoate)",,296.32,280.0
"Poly(tetramethylene 4,4'-dibenzoate)",,296.32,260.0
"Poly(tetramethylene 4,4'-dibenzoate)",,296.32,328.0
"Poly(4,4'-tetramethylenedibenzoic anhydride)",,280.32,263.0
"Poly[4,4'-(tetramethylenedicarbonyl)-diphenylene succinate]",,380.4,242.0
"Poly[3,3'-(tetramethylenedioxy)-dibenzoic anhydride]",,312.32,199.0
"Poly[4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",,312.32,204.0
"Poly[3,3'-dimethoxy-4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",,372.37,172.0
Poly[(tetramethylenedioxy)-didecamethylene oxide],,384.64,73.0
Poly[(tetramethylenedioxy)-dihexamethylene oxide],,272.43,50.0
